"","yearmon","dates","firms","MV","BM","prices","Vol","years","RF","RF_m"
"1359",Oct 1986,1986-10-20,"KIA.MOTORS",367399.9,0.58,258.51,1,"1986-1987",0,0
"1360",Oct 1986,1986-10-20,"TONGYANG",49927.98,1.45,114.49,1.6,"1986-1987",0,0
"1361",Oct 1986,1986-10-21,"KIA.MOTORS",371799.9,0.57,261.61,2.5,"1986-1987",0,0
"1362",Oct 1986,1986-10-21,"TONGYANG",50243.99,1.43,115.22,1.2,"1986-1987",0,0
"1363",Oct 1986,1986-10-22,"DONG.A.SOCIO.HOLDINGS",23086.8,1.61,93.53,4.7,"1986-1987",0,0
"1364",Oct 1986,1986-10-22,"DONG.WHA.PHARM.",9319.5,1.69,92.23,3.5,"1986-1987",0,0
"1365",Oct 1986,1986-10-22,"KIA.MOTORS",369599.9,0.58,260.06,4.1,"1986-1987",0,0
"1366",Oct 1986,1986-10-22,"SK.NETWORKS",79108.44,0.82,299.2,1.5,"1986-1987",0,0
"1367",Oct 1986,1986-10-22,"TONGYANG",49611.98,1.45,113.77,3.5,"1986-1987",0,0
"1368",Oct 1986,1986-10-23,"DONG.A.SOCIO.HOLDINGS",22941.6,1.61,92.94,7.2,"1986-1987",0,0
"1369",Oct 1986,1986-10-23,"DONG.WHA.PHARM.",9319.5,1.69,92.23,8.1,"1986-1987",0,0
"1370",Oct 1986,1986-10-23,"KIA.MOTORS",354639.9,0.6,249.54,6.9,"1986-1987",0,0
"1371",Oct 1986,1986-10-23,"SK.NETWORKS",77997.94,0.83,295,1.3,"1986-1987",0,0
"1372",Oct 1986,1986-10-24,"DONG.A.SOCIO.HOLDINGS",22360.8,1.67,90.59,7.7,"1986-1987",0,0
"1373",Oct 1986,1986-10-24,"KIA.MOTORS",339239.9,0.63,238.7,12.5,"1986-1987",0,0
"1374",Oct 1986,1986-10-24,"SK.NETWORKS",76781.69,0.85,290.4,1.3,"1986-1987",0,0
"1375",Oct 1986,1986-10-24,"TONGYANG",45503.98,1.59,104.35,1.3,"1986-1987",0,0
"1376",Oct 1986,1986-10-27,"DONG.A.SOCIO.HOLDINGS",22360.8,1.67,90.59,4.1,"1986-1987",0,0
"1377",Oct 1986,1986-10-27,"KIA.MOTORS",329779.9,0.65,232.04,2,"1986-1987",0,0
"1378",Oct 1986,1986-10-28,"DONG.A.SOCIO.HOLDINGS",22941.6,1.61,92.94,2,"1986-1987",0,0
"1379",Oct 1986,1986-10-28,"KIA.MOTORS",344079.9,0.62,242.11,3,"1986-1987",0,0
"1380",Oct 1986,1986-10-28,"SK.NETWORKS",80377.56,0.81,304,1.1,"1986-1987",0,0
"1381",Oct 1986,1986-10-28,"TONGYANG",48411.2,1.49,111.01,1,"1986-1987",0,0
"1382",Oct 1986,1986-10-29,"DONG.A.SOCIO.HOLDINGS",22970.64,1.61,93.06,3.3,"1986-1987",0,0
"1383",Oct 1986,1986-10-29,"KIA.MOTORS",356399.9,0.6,250.77,5.2,"1986-1987",0,0
"1384",Oct 1986,1986-10-29,"SK.NETWORKS",82228.38,0.79,311,1.5,"1986-1987",0,0
"1385",Oct 1986,1986-10-29,"TONGYANG",49611.98,1.45,113.77,1,"1986-1987",0,0
"1386",Oct 1986,1986-10-30,"DONG.A.SOCIO.HOLDINGS",22941.6,1.61,92.94,4.5,"1986-1987",0,0
"1387",Oct 1986,1986-10-30,"KIA.MOTORS",347599.9,0.61,244.58,4.6,"1986-1987",0,0
"1388",Oct 1986,1986-10-30,"SK.NETWORKS",80377.56,0.81,304,2.5,"1986-1987",0,0
"1389",Oct 1986,1986-10-31,"DONG.A.SOCIO.HOLDINGS",22912.55,1.64,92.82,3.1,"1986-1987",0,0
"1390",Oct 1986,1986-10-31,"KIA.MOTORS",346499.9,0.61,243.81,7.6,"1986-1987",0,0
"1391",Oct 1986,1986-10-31,"SK.NETWORKS",79319.94,0.82,300,1.7,"1986-1987",0,0
"1392",Nov 1986,1986-11-03,"DONG.A.SOCIO.HOLDINGS",22651.2,1.64,91.76,4.4,"1986-1987",0,0
"1393",Nov 1986,1986-11-03,"DONG.WHA.PHARM.",9417.6,1.69,93.2,6.5,"1986-1987",0,0
"1394",Nov 1986,1986-11-03,"KIA.MOTORS",357719.9,0.6,251.7,2.1,"1986-1987",0,0
"1395",Nov 1986,1986-11-03,"SK.NETWORKS",82281.25,0.79,311.2,1,"1986-1987",0,0
"1396",Nov 1986,1986-11-04,"DONG.A.SOCIO.HOLDINGS",22970.64,1.61,93.06,6.2,"1986-1987",0,0
"1397",Nov 1986,1986-11-04,"KIA.MOTORS",356399.9,0.6,250.77,3,"1986-1987",0,0
"1398",Nov 1986,1986-11-04,"SK.NETWORKS",85401.19,0.76,323,1.7,"1986-1987",0,0
"1399",Nov 1986,1986-11-04,"TONGYANG",51823.98,1.39,118.84,1.7,"1986-1987",0,0
"1400",Nov 1986,1986-11-05,"DONG.A.SOCIO.HOLDINGS",23522.4,1.59,95.29,8.4,"1986-1987",0,0
"1401",Nov 1986,1986-11-05,"KIA.MOTORS",355299.9,0.6,250,2.6,"1986-1987",0,0
"1402",Nov 1986,1986-11-05,"TONGYANG",52139.99,1.39,119.57,1.8,"1986-1987",0,0
"1403",Nov 1986,1986-11-06,"KIA.MOTORS",347379.9,0.61,244.43,6.1,"1986-1987",0,0
"1404",Nov 1986,1986-11-06,"SK.NETWORKS",83285.94,0.78,315,1.4,"1986-1987",0,0
"1405",Nov 1986,1986-11-06,"TONGYANG",50560,1.43,115.94,5.7,"1986-1987",0,0
"1406",Nov 1986,1986-11-07,"KIA.MOTORS",354199.9,0.6,249.23,3.3,"1986-1987",0,0
"1407",Nov 1986,1986-11-07,"TONGYANG",51191.97,1.41,117.39,2.1,"1986-1987",0,0
"1408",Nov 1986,1986-11-10,"DONG.A.SOCIO.HOLDINGS",23958,1.56,97.06,1.4,"1986-1987",0,0
"1409",Nov 1986,1986-11-10,"KIA.MOTORS",347599.9,0.61,244.58,2.9,"1986-1987",0,0
"1410",Nov 1986,1986-11-10,"TONGYANG",51255.17,1.41,117.54,2.1,"1986-1987",0,0
"1411",Nov 1986,1986-11-11,"DONG.A.SOCIO.HOLDINGS",23232,1.61,94.12,1.4,"1986-1987",0,0
"1412",Nov 1986,1986-11-11,"KIA.MOTORS",338799.9,0.63,238.39,2.6,"1986-1987",0,0
"1413",Nov 1986,1986-11-11,"SK.NETWORKS",81963.94,0.79,310,1,"1986-1987",0,0
"1414",Nov 1986,1986-11-11,"TONGYANG",51760.78,1.39,118.7,1.9,"1986-1987",0,0
"1415",Nov 1986,1986-11-12,"DONG.A.SOCIO.HOLDINGS",23232,1.61,94.12,2.4,"1986-1987",0,0
"1416",Nov 1986,1986-11-12,"KIA.MOTORS",349799.9,0.61,246.13,1.9,"1986-1987",0,0
"1417",Nov 1986,1986-11-12,"SK.NETWORKS",81963.94,0.79,310,1.5,"1986-1987",0,0
"1418",Nov 1986,1986-11-12,"TONGYANG",53087.97,1.35,121.74,2.2,"1986-1987",0,0
"1419",Nov 1986,1986-11-13,"DONG.A.SOCIO.HOLDINGS",23522.4,1.59,95.29,4.9,"1986-1987",0,0
"1420",Nov 1986,1986-11-13,"KIA.MOTORS",345619.9,0.62,243.19,3.2,"1986-1987",0,0
"1421",Nov 1986,1986-11-13,"TONGYANG",53719.98,1.33,123.19,4.1,"1986-1987",0,0
"1422",Nov 1986,1986-11-14,"DONG.A.SOCIO.HOLDINGS",23522.4,1.59,95.29,5.4,"1986-1987",0,0
"1423",Nov 1986,1986-11-14,"KIA.MOTORS",352000,0.61,247.68,2.2,"1986-1987",0,0
"1424",Nov 1986,1986-11-14,"SK.NETWORKS",83021.56,0.78,314,1,"1986-1987",0,0
"1425",Nov 1986,1986-11-14,"TONGYANG",54731.16,1.32,125.51,8.6,"1986-1987",0,0
"1426",Nov 1986,1986-11-17,"DONG.A.SOCIO.HOLDINGS",23812.8,1.56,96.47,7.4,"1986-1987",0,0
"1427",Nov 1986,1986-11-17,"KIA.MOTORS",360799.9,0.59,253.87,6.5,"1986-1987",0,0
"1428",Nov 1986,1986-11-17,"SK.NETWORKS",88203.81,0.74,333.6,2.3,"1986-1987",0,0
"1429",Nov 1986,1986-11-17,"TONGYANG",56564,1.27,129.71,10.7,"1986-1987",0,0
"1430",Nov 1986,1986-11-18,"DONG.A.SOCIO.HOLDINGS",23899.92,1.56,96.82,11,"1986-1987",0,0
"1431",Nov 1986,1986-11-18,"KIA.MOTORS",358819.9,0.6,252.48,3.8,"1986-1987",0,0
"1432",Nov 1986,1986-11-18,"SK.NETWORKS",87251.94,0.74,330,1.5,"1986-1987",0,0
"1433",Nov 1986,1986-11-18,"TONGYANG",55868.78,1.28,128.12,4.5,"1986-1987",0,0
"1434",Nov 1986,1986-11-19,"DONG.A.SOCIO.HOLDINGS",24248.4,1.54,98.24,11.6,"1986-1987",0,0
"1435",Nov 1986,1986-11-19,"KIA.MOTORS",359699.9,0.59,253.1,3.3,"1986-1987",0,0
"1436",Nov 1986,1986-11-19,"SK.NETWORKS",88838.38,0.73,336,2,"1986-1987",0,0
"1437",Nov 1986,1986-11-19,"TONGYANG",55552.78,1.3,127.39,4.4,"1986-1987",0,0
"1438",Nov 1986,1986-11-20,"DONG.A.SOCIO.HOLDINGS",24538.8,1.52,99.41,8.8,"1986-1987",0,0
"1439",Nov 1986,1986-11-20,"KIA.MOTORS",368059.9,0.58,258.98,8.1,"1986-1987",0,0
"1440",Nov 1986,1986-11-20,"SK.NETWORKS",88573.94,0.73,335,2,"1986-1987",0,0
"1441",Nov 1986,1986-11-20,"TONGYANG",55363.17,1.3,126.96,2.9,"1986-1987",0,0
"1442",Nov 1986,1986-11-21,"DONG.A.SOCIO.HOLDINGS",24684,1.52,100,11.5,"1986-1987",0,0
"1443",Nov 1986,1986-11-21,"KIA.MOTORS",373999.9,0.57,263.16,4.8,"1986-1987",0,0
"1444",Nov 1986,1986-11-21,"SK.NETWORKS",90953.56,0.71,344,8.4,"1986-1987",0,0
"1445",Nov 1986,1986-11-21,"TONGYANG",55363.17,1.3,126.96,2.5,"1986-1987",0,0
"1446",Nov 1986,1986-11-24,"DONG.A.SOCIO.HOLDINGS",24684,1.52,100,101.2,"1986-1987",0,0
"1447",Nov 1986,1986-11-24,"KIA.MOTORS",378399.9,0.56,266.25,10.8,"1986-1987",0,0
"1448",Nov 1986,1986-11-24,"SK.NETWORKS",90689.13,0.71,343,2,"1986-1987",0,0
"1449",Nov 1986,1986-11-24,"TONGYANG",55615.98,1.3,127.54,3.4,"1986-1987",0,0
"1450",Nov 1986,1986-11-25,"DONG.A.SOCIO.HOLDINGS",24684,1.52,100,42.9,"1986-1987",0,0
"1451",Nov 1986,1986-11-25,"KIA.MOTORS",367399.9,0.58,258.51,10,"1986-1987",0,0
"1452",Nov 1986,1986-11-25,"SK.NETWORKS",88362.44,0.74,334.2,2.4,"1986-1987",0,0
"1453",Nov 1986,1986-11-25,"TONGYANG",54983.96,1.32,126.09,3.1,"1986-1987",0,0
"1454",Nov 1986,1986-11-26,"DONG.A.SOCIO.HOLDINGS",24393.6,1.54,98.82,5.2,"1986-1987",0,0
"1455",Nov 1986,1986-11-26,"DONG.WHA.PHARM.",9309.69,1.69,92.14,115.9,"1986-1987",0,0
"1456",Nov 1986,1986-11-26,"KIA.MOTORS",378399.9,0.56,266.25,4.5,"1986-1987",0,0
"1457",Nov 1986,1986-11-26,"SK.NETWORKS",89367.13,0.72,338,4.3,"1986-1987",0,0
"1458",Nov 1986,1986-11-26,"TONGYANG",55047.17,1.32,126.23,2.4,"1986-1987",0,0
"1459",Nov 1986,1986-11-27,"DONG.A.SOCIO.HOLDINGS",24393.6,1.54,98.82,10.6,"1986-1987",0,0
"1460",Nov 1986,1986-11-27,"KIA.MOTORS",372899.9,0.57,262.38,3.4,"1986-1987",0,0
"1461",Nov 1986,1986-11-27,"SK.NETWORKS",87516.31,0.74,331,5.1,"1986-1987",0,0
"1462",Nov 1986,1986-11-27,"TONGYANG",54983.96,1.32,126.09,2.7,"1986-1987",0,0
"1463",Nov 1986,1986-11-28,"DONG.A.SOCIO.HOLDINGS",24103.2,1.54,97.65,7,"1986-1987",0,0
"1464",Nov 1986,1986-11-28,"KIA.MOTORS",381699.9,0.56,268.58,4.4,"1986-1987",0,0
"1465",Nov 1986,1986-11-28,"TONGYANG",54983.96,1.32,126.09,2.8,"1986-1987",0,0
"1466",Dec 1986,1986-12-01,"DONG.A.SOCIO.HOLDINGS",24684,1.52,100,7.3,"1986-1987",0,0
"1467",Dec 1986,1986-12-01,"KIA.MOTORS",404799.9,0.53,284.83,8.6,"1986-1987",0,0
"1468",Dec 1986,1986-12-01,"SK.NETWORKS",90847.75,0.71,343.6,5.7,"1986-1987",0,0
"1469",Dec 1986,1986-12-01,"TONGYANG",57195.97,1.27,131.16,4.2,"1986-1987",0,0
"1470",Dec 1986,1986-12-02,"DONG.A.SOCIO.HOLDINGS",24422.64,1.52,98.94,11.6,"1986-1987",0,0
"1471",Dec 1986,1986-12-02,"KIA.MOTORS",415799.9,0.51,292.57,12.8,"1986-1987",0,0
"1472",Dec 1986,1986-12-02,"SK.NETWORKS",94549.38,0.68,357.6,5.9,"1986-1987",0,0
"1473",Dec 1986,1986-12-02,"TONGYANG",56879.96,1.27,130.43,6.7,"1986-1987",0,0
"1474",Dec 1986,1986-12-03,"DONG.A.SOCIO.HOLDINGS",24161.28,1.54,97.88,2.5,"1986-1987",0,0
"1475",Dec 1986,1986-12-03,"KIA.MOTORS",400619.9,0.53,281.89,8.2,"1986-1987",0,0
"1476",Dec 1986,1986-12-03,"SK.NETWORKS",98251,0.66,371.6,21,"1986-1987",0,0
"1477",Dec 1986,1986-12-03,"TONGYANG",55868.78,1.28,128.12,4.1,"1986-1987",0,0
"1478",Dec 1986,1986-12-04,"DONG.A.SOCIO.HOLDINGS",23958,1.56,97.06,39.4,"1986-1987",0,0
"1479",Dec 1986,1986-12-04,"DONG.WHA.PHARM.",8976.15,1.75,88.83,3.5,"1986-1987",0,0
"1480",Dec 1986,1986-12-04,"KIA.MOTORS",404799.9,0.53,284.83,10.6,"1986-1987",0,0
"1481",Dec 1986,1986-12-04,"SK.NETWORKS",97299.13,0.67,368,12.5,"1986-1987",0,0
"1482",Dec 1986,1986-12-04,"TONGYANG",55426.38,1.3,127.1,2.7,"1986-1987",0,0
"1483",Dec 1986,1986-12-05,"DONG.A.SOCIO.HOLDINGS",24103.2,1.54,97.65,9.4,"1986-1987",0,0
"1484",Dec 1986,1986-12-05,"DONG.WHA.PHARM.",9123.3,1.75,90.29,15.1,"1986-1987",0,0
"1485",Dec 1986,1986-12-05,"KIA.MOTORS",400179.9,0.53,281.58,10.1,"1986-1987",0,0
"1486",Dec 1986,1986-12-05,"SK.NETWORKS",93597.56,0.69,354,4.2,"1986-1987",0,0
"1487",Dec 1986,1986-12-05,"TONGYANG",53340.77,1.35,122.32,2.4,"1986-1987",0,0
"1488",Dec 1986,1986-12-08,"DONG.A.SOCIO.HOLDINGS",23958,1.56,97.06,3.6,"1986-1987",0,0
"1489",Dec 1986,1986-12-08,"KIA.MOTORS",402819.9,0.53,283.44,11.1,"1986-1987",0,0
"1490",Dec 1986,1986-12-08,"SK.NETWORKS",93068.75,0.69,352,3.6,"1986-1987",0,0
"1491",Dec 1986,1986-12-08,"TONGYANG",53719.98,1.33,123.19,2,"1986-1987",0,0
"1492",Dec 1986,1986-12-09,"DONG.A.SOCIO.HOLDINGS",24103.2,1.54,97.65,13,"1986-1987",0,0
"1493",Dec 1986,1986-12-09,"KIA.MOTORS",395999.9,0.54,278.64,43.6,"1986-1987",0,0
"1494",Dec 1986,1986-12-09,"SK.NETWORKS",90953.56,0.71,344,1.6,"1986-1987",0,0
"1495",Dec 1986,1986-12-09,"TONGYANG",53277.57,1.35,122.17,3.1,"1986-1987",0,0
"1496",Dec 1986,1986-12-10,"DONG.A.SOCIO.HOLDINGS",24103.2,1.54,97.65,5.1,"1986-1987",0,0
"1497",Dec 1986,1986-12-10,"KIA.MOTORS",404799.9,0.53,284.83,11.2,"1986-1987",0,0
"1498",Dec 1986,1986-12-10,"SK.NETWORKS",92381.31,0.7,349.4,1.7,"1986-1987",0,0
"1499",Dec 1986,1986-12-11,"DONG.A.SOCIO.HOLDINGS",24103.2,1.54,97.65,7.8,"1986-1987",0,0
"1500",Dec 1986,1986-12-11,"DONG.WHA.PHARM.",9025.2,1.75,89.32,3.5,"1986-1987",0,0
"1501",Dec 1986,1986-12-11,"GS.GLOBAL",21900,0.99,170.56,1,"1986-1987",0,0
"1502",Dec 1986,1986-12-11,"KIA.MOTORS",413599.9,0.52,291.02,13,"1986-1987",0,0
"1503",Dec 1986,1986-12-11,"SK.NETWORKS",94655.13,0.68,358,4.5,"1986-1987",0,0
"1504",Dec 1986,1986-12-11,"TONGYANG",54099.19,1.33,124.06,1.4,"1986-1987",0,0
"1505",Dec 1986,1986-12-12,"DONG.A.SOCIO.HOLDINGS",24103.2,1.54,97.65,5.8,"1986-1987",0,0
"1506",Dec 1986,1986-12-12,"GS.GLOBAL",22980,0.94,178.97,1.2,"1986-1987",0,0
"1507",Dec 1986,1986-12-12,"KIA.MOTORS",415360,0.51,292.26,8.2,"1986-1987",0,0
"1508",Dec 1986,1986-12-12,"SK.NETWORKS",94126.31,0.69,356,3.3,"1986-1987",0,0
"1509",Dec 1986,1986-12-12,"TONGYANG",54983.96,1.32,126.09,1.5,"1986-1987",0,0
"1510",Dec 1986,1986-12-15,"DONG.A.SOCIO.HOLDINGS",23987.04,1.56,97.18,2.8,"1986-1987",0,0
"1511",Dec 1986,1986-12-15,"KIA.MOTORS",411399.9,0.52,289.47,5.7,"1986-1987",0,0
"1512",Dec 1986,1986-12-15,"SK.NETWORKS",92539.94,0.7,350,1.1,"1986-1987",0,0
"1513",Dec 1986,1986-12-16,"DONG.A.SOCIO.HOLDINGS",23987.04,1.56,97.18,9,"1986-1987",0,0
"1514",Dec 1986,1986-12-16,"DONG.WHA.PHARM.",9025.2,1.75,89.32,17.3,"1986-1987",0,0
"1515",Dec 1986,1986-12-16,"KIA.MOTORS",411399.9,0.52,289.47,10.9,"1986-1987",0,0
"1516",Dec 1986,1986-12-16,"SK.NETWORKS",92539.94,0.7,350,2.2,"1986-1987",0,0
"1517",Dec 1986,1986-12-16,"TONGYANG",53403.97,1.35,122.46,1.1,"1986-1987",0,0
"1518",Dec 1986,1986-12-17,"DONG.A.SOCIO.HOLDINGS",24103.2,1.54,97.65,10.4,"1986-1987",0,0
"1519",Dec 1986,1986-12-17,"KIA.MOTORS",415799.9,0.51,292.57,9.9,"1986-1987",0,0
"1520",Dec 1986,1986-12-17,"SK.NETWORKS",94126.31,0.69,356,6.3,"1986-1987",0,0
"1521",Dec 1986,1986-12-17,"TONGYANG",53403.97,1.35,122.46,1.2,"1986-1987",0,0
"1522",Dec 1986,1986-12-18,"DONG.A.SOCIO.HOLDINGS",24074.16,1.54,97.53,10.5,"1986-1987",0,0
"1523",Dec 1986,1986-12-18,"DONG.WHA.PHARM.",9035.01,1.75,89.42,3.5,"1986-1987",0,0
"1524",Dec 1986,1986-12-18,"KIA.MOTORS",413599.9,0.52,291.02,10.3,"1986-1987",0,0
"1525",Dec 1986,1986-12-18,"SK.NETWORKS",97827.94,0.66,370,16.8,"1986-1987",0,0
"1526",Dec 1986,1986-12-18,"TONGYANG",53403.97,1.35,122.46,2.9,"1986-1987",0,0
"1527",Dec 1986,1986-12-19,"DONG.A.SOCIO.HOLDINGS",23958,1.56,97.06,4.2,"1986-1987",0,0
"1528",Dec 1986,1986-12-19,"DONG.WHA.PHARM.",9035.01,1.75,89.42,5.8,"1986-1987",0,0
"1529",Dec 1986,1986-12-19,"KIA.MOTORS",411399.9,0.52,289.47,10.7,"1986-1987",0,0
"1530",Dec 1986,1986-12-19,"SK.NETWORKS",96770.38,0.67,366,13.8,"1986-1987",0,0
"1531",Dec 1986,1986-12-19,"TONGYANG",53024.77,1.35,121.59,1.8,"1986-1987",0,0
"1532",Dec 1986,1986-12-22,"DONG.A.SOCIO.HOLDINGS",23958,1.56,97.06,5.2,"1986-1987",0,0
"1533",Dec 1986,1986-12-22,"DONG.WHA.PHARM.",9035.01,1.75,89.42,3.5,"1986-1987",0,0
"1534",Dec 1986,1986-12-22,"KIA.MOTORS",406999.9,0.52,286.38,5.5,"1986-1987",0,0
"1535",Dec 1986,1986-12-22,"SK.NETWORKS",95183.94,0.68,360,4.7,"1986-1987",0,0
"1536",Dec 1986,1986-12-22,"TONGYANG",53403.97,1.35,122.46,3,"1986-1987",0,0
"1537",Dec 1986,1986-12-23,"DONG.A.SOCIO.HOLDINGS",23638.56,1.59,95.76,8,"1986-1987",0,0
"1538",Dec 1986,1986-12-23,"KIA.MOTORS",399299.9,0.53,280.96,6.3,"1986-1987",0,0
"1539",Dec 1986,1986-12-23,"SK.NETWORKS",93597.56,0.69,354,2.2,"1986-1987",0,0
"1540",Dec 1986,1986-12-23,"TONGYANG",52456,1.37,120.29,2.2,"1986-1987",0,0
"1541",Dec 1986,1986-12-24,"DONG.A.SOCIO.HOLDINGS",23783.76,1.56,96.35,67,"1986-1987",0,0
"1542",Dec 1986,1986-12-24,"KIA.MOTORS",406999.9,0.52,286.38,15.3,"1986-1987",0,0
"1543",Dec 1986,1986-12-24,"SK.NETWORKS",96717.44,0.67,365.8,3.6,"1986-1987",0,0
"1544",Dec 1986,1986-12-24,"TONGYANG",52456,1.37,120.29,2.8,"1986-1987",0,0
"1545",Dec 1986,1986-12-26,"DONG.A.SOCIO.HOLDINGS",23812.8,1.56,96.47,9.4,"1986-1987",0,0
"1546",Dec 1986,1986-12-26,"DONG.WHA.PHARM.",9025.2,1.75,89.32,2.3,"1986-1987",0,0
"1547",Dec 1986,1986-12-26,"KIA.MOTORS",411399.9,0.52,289.47,10.3,"1986-1987",0,0
"1548",Dec 1986,1986-12-26,"SK.NETWORKS",94443.63,0.68,357.2,3.4,"1986-1987",0,0
"1549",Dec 1986,1986-12-26,"TONGYANG",53403.97,1.35,122.46,4,"1986-1987",0,0
"1550",Jan 1987,1987-01-05,"KIA.MOTORS",402159.9,0.76,292.26,1,"1986-1987",0,0
"1551",Jan 1987,1987-01-06,"DONG.A.SOCIO.HOLDINGS",24103.2,1.54,97.65,1.8,"1986-1987",0,0
"1552",Jan 1987,1987-01-06,"KIA.MOTORS",409639.9,0.74,297.7,6.6,"1986-1987",0,0
"1553",Jan 1987,1987-01-06,"SK.NETWORKS",89895.94,1.01,352.11,1.7,"1986-1987",0,0
"1554",Jan 1987,1987-01-07,"DONG.A.SOCIO.HOLDINGS",24103.2,1.54,97.65,11.9,"1986-1987",0,0
"1555",Jan 1987,1987-01-07,"DONG.WHA.PHARM.",9025.2,1.75,89.32,1.7,"1986-1987",0,0
"1556",Jan 1987,1987-01-07,"KIA.MOTORS",425039.9,0.71,308.89,5.9,"1986-1987",0,0
"1557",Jan 1987,1987-01-07,"SK.NETWORKS",93597.56,0.97,366.61,3,"1986-1987",0,0
"1558",Jan 1987,1987-01-08,"DONG.A.SOCIO.HOLDINGS",24103.2,1.54,97.65,3.7,"1986-1987",0,0
"1559",Jan 1987,1987-01-08,"DONG.WHA.PHARM.",8966.34,1.79,88.74,18.3,"1986-1987",0,0
"1560",Jan 1987,1987-01-08,"KIA.MOTORS",417999.9,0.73,303.77,10.8,"1986-1987",0,0
"1561",Jan 1987,1987-01-08,"SK.NETWORKS",90953.56,1,356.25,2.2,"1986-1987",0,0
"1562",Jan 1987,1987-01-09,"DONG.A.SOCIO.HOLDINGS",24103.2,1.54,97.65,6.7,"1986-1987",0,0
"1563",Jan 1987,1987-01-09,"KIA.MOTORS",415799.9,0.73,302.17,6.4,"1986-1987",0,0
"1564",Jan 1987,1987-01-09,"SK.NETWORKS",89631.56,1.01,351.07,2.8,"1986-1987",0,0
"1565",Jan 1987,1987-01-12,"DONG.A.SOCIO.HOLDINGS",26426.4,1.41,107.06,45.5,"1986-1987",0,0
"1566",Jan 1987,1987-01-12,"DONG.WHA.PHARM.",9368.55,1.69,92.72,16.2,"1986-1987",0,0
"1567",Jan 1987,1987-01-12,"KIA.MOTORS",406999.9,0.75,295.78,6.1,"1986-1987",0,0
"1568",Jan 1987,1987-01-12,"SK.NETWORKS",88309.56,1.03,345.89,2.5,"1986-1987",0,0
"1569",Jan 1987,1987-01-13,"DONG.A.SOCIO.HOLDINGS",27588,1.35,111.76,154,"1986-1987",0,0
"1570",Jan 1987,1987-01-13,"DONG.WHA.PHARM.",9711.89,1.64,96.12,104.2,"1986-1987",0,0
"1571",Jan 1987,1987-01-13,"KIA.MOTORS",413159.9,0.74,300.25,8.3,"1986-1987",0,0
"1572",Jan 1987,1987-01-13,"SK.NETWORKS",89895.94,1.01,352.11,4.3,"1986-1987",0,0
"1573",Jan 1987,1987-01-13,"TONGYANG",45503.98,1.69,114.5,2.1,"1986-1987",0,0
"1574",Jan 1987,1987-01-14,"DONG.A.SOCIO.HOLDINGS",26426.4,1.41,107.06,95.6,"1986-1987",0,0
"1575",Jan 1987,1987-01-14,"DONG.WHA.PHARM.",9711.89,1.64,96.12,29.7,"1986-1987",0,0
"1576",Jan 1987,1987-01-14,"KIA.MOTORS",428559.9,0.71,311.45,19.1,"1986-1987",0,0
"1577",Jan 1987,1987-01-14,"SK.NETWORKS",92539.94,0.98,362.46,5.7,"1986-1987",0,0
"1578",Jan 1987,1987-01-14,"TONGYANG",46767.96,1.64,117.68,2.3,"1986-1987",0,0
"1579",Jan 1987,1987-01-15,"DONG.A.SOCIO.HOLDINGS",25264.8,1.47,102.35,69.7,"1986-1987",0,0
"1580",Jan 1987,1987-01-15,"DONG.WHA.PHARM.",9711.89,1.64,96.12,21,"1986-1987",0,0
"1581",Jan 1987,1987-01-15,"KIA.MOTORS",426799.9,0.71,310.17,23.4,"1986-1987",0,0
"1582",Jan 1987,1987-01-15,"SK.NETWORKS",89102.75,1.02,349,4.6,"1986-1987",0,0
"1583",Jan 1987,1987-01-15,"TONGYANG",47336.77,1.64,119.11,1.4,"1986-1987",0,0
"1584",Jan 1987,1987-01-16,"DONG.A.SOCIO.HOLDINGS",24393.6,1.54,98.82,20.5,"1986-1987",0,0
"1585",Jan 1987,1987-01-16,"DONG.WHA.PHARM.",9662.85,1.64,95.63,14.4,"1986-1987",0,0
"1586",Jan 1987,1987-01-16,"KIA.MOTORS",422400,0.72,306.97,12.5,"1986-1987",0,0
"1587",Jan 1987,1987-01-16,"SK.NETWORKS",89895.94,1.01,352.11,2.4,"1986-1987",0,0
"1588",Jan 1987,1987-01-16,"TONGYANG",46452,1.67,116.88,1.1,"1986-1987",0,0
"1589",Jan 1987,1987-01-19,"DONG.A.SOCIO.HOLDINGS",26136,1.43,105.88,59.6,"1986-1987",0,0
"1590",Jan 1987,1987-01-19,"DONG.WHA.PHARM.",10055.25,1.59,99.51,58.9,"1986-1987",0,0
"1591",Jan 1987,1987-01-19,"KIA.MOTORS",411839.9,0.74,299.29,8.8,"1986-1987",0,0
"1592",Jan 1987,1987-01-19,"SK.NETWORKS",93544.69,0.97,366.4,6.3,"1986-1987",0,0
"1593",Jan 1987,1987-01-20,"DONG.A.SOCIO.HOLDINGS",26716.8,1.39,108.24,55.9,"1986-1987",0,0
"1594",Jan 1987,1987-01-20,"DONG.WHA.PHARM.",10643.85,1.49,105.34,68.6,"1986-1987",0,0
"1595",Jan 1987,1987-01-20,"KIA.MOTORS",423499.9,0.72,307.77,7.7,"1986-1987",0,0
"1596",Jan 1987,1987-01-20,"SK.NETWORKS",97246.25,0.93,380.9,5.9,"1986-1987",0,0
"1597",Jan 1987,1987-01-20,"TONGYANG",43291.97,1.79,108.93,1.3,"1986-1987",0,0
